MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
7.2,20.8,0.0,2.4,10.2,0.2751937984463616,35.0,0.2587064669173479,0.2422359965972881,22.0,6.0,60.0,27.0,1017.9,1014.3,3.0,2.0,9.9,20.3,0.0,0
18.7,26.7,0.0,6.0,9.5,0.16129032270140242,37.0,0.15625000164196612,0.1330275231161971,6.0,20.0,68.0,60.0,1017.8,1014.5,3.0,2.0,23.6,25.7,0.0,0
16.0,24.9,15.4,4.6,6.6,0.26388864508557625,31.0,0.06956521749376567,0.19306930707562944,13.0,7.0,85.0,62.0,1012.9,1009.8,6.0,4.0,19.1,24.2,1.0,1
16.6,28.0,0.0,7.6,9.1,0.16269841270194094,30.0,0.18784530558291754,0.15422885641681935,6.0,13.0,53.0,65.0,1020.8,1017.5,1.0,7.0,25.3,24.6,0.0,0
10.4,21.9,0.0,9.6,10.3,0.1983805668024938,57.0,0.23444976058129374,0.1806167401127485,24.0,35.0,78.0,29.0,1016.6,1015.4,7.0,5.0,14.7,20.6,0.0,0
15.7,32.9,0.0,11.6,12.9,0.16269841270194094,56.0,0.1764705882879288,0.2666666651105036,24.0,9.0,44.0,22.0,1018.6,1012.9,1.0,0.0,19.4,29.9,0.0,0
13.4,23.4,0.6,6.8,7.1,0.14044944703254658,35.0,0.17733990178644568,0.12676056370375144,9.0,17.0,67.0,53.0,1027.7,1025.5,6.0,7.0,20.2,21.4,0.0,1
5.8,11.6,6.2,2.0,5.1,0.2529411617113044,63.0,0.21604937498451868,0.32121206244590683,26.0,41.0,88.0,61.0,1005.8,1003.6,8.0,4.0,5.8,11.3,1.0,1
16.5,33.1,0.0,5.2,12.3,0.1983805668024938,46.0,0.19101123783559834,0.22321428568869583,15.0,31.0,57.0,39.0,1014.2,1010.9,1.0,2.0,26.2,31.7,0.0,0
16.4,28.1,0.0,7.8,12.4,0.1982758620729492,22.0,0.23444976058129374,0.16190476214449462,13.0,15.0,68.0,61.0,1010.1,1008.8,1.0,1.0,24.3,27.8,0.0,0
12.0,21.4,2.0,2.8,6.0,0.14044944703254658,20.0,0.23444976058129374,0.12676056370375144,2.0,9.0,78.0,58.0,1026.4,1022.1,7.0,3.0,15.4,21.1,1.0,0
7.5,19.6,0.8,2.2,6.3,0.1983805668024938,56.0,0.23444976058129374,0.19306930707562944,30.0,22.0,86.0,81.0,1022.8,1021.8,7.0,6.0,12.6,15.3,0.0,1
5.3,22.8,0.0,2.8,9.3,0.16129032270140242,35.0,0.1764705882879288,0.1806167401127485,9.0,17.0,64.0,22.0,1018.8,1015.0,1.0,4.0,14.3,21.6,0.0,0
22.0,33.2,3.8,6.4,9.6,0.24836593994152992,52.0,0.2710843070514612,0.2422359965972881,31.0,24.0,71.0,45.0,1009.5,1005.5,4.0,5.0,27.5,32.4,1.0,1
10.2,26.2,0.0,4.8,11.2,0.14044944703254658,31.0,0.19101123783559834,0.16923076923210797,11.0,13.0,34.0,23.0,1018.8,1015.5,0.0,0.0,19.2,25.3,0.0,0
16.7,41.2,0.0,6.8,9.4,0.2775665399219163,59.0,0.2944444343442293,0.2666666651105036,17.0,26.0,32.0,18.0,1012.8,1008.5,6.0,3.0,31.0,39.4,0.0,0
2.5,13.3,0.4,1.2,7.8,0.16129032270140242,39.0,0.23444976058129374,0.16923076923210797,13.0,20.0,84.0,39.0,1026.0,1024.3,0.0,6.0,5.3,13.0,0.0,0
15.3,31.7,0.0,18.2,11.5,0.1982758620729492,50.0,0.20000000000586673,0.16190476214449462,28.0,20.0,43.0,26.0,1014.7,1012.7,0.0,1.0,18.3,29.0,0.0,0
23.1,30.3,0.0,10.0,8.5,0.1982758620729492,54.0,0.17733990178644568,0.21951219511968253,37.0,33.0,54.0,61.0,1016.6,1013.4,3.0,6.0,28.1,28.8,0.0,1
15.5,24.2,0.0,6.4,9.3,0.10330578514712196,33.0,0.23030301738658027,0.12676056370375144,11.0,22.0,62.0,43.0,1026.4,1024.1,4.0,3.0,19.4,22.5,0.0,0
12.9,20.6,1.8,5.6,9.4,0.1983805668024938,30.0,0.20000000000586673,0.19306930707562944,15.0,17.0,54.0,42.0,1022.5,1021.3,7.0,2.0,16.8,19.3,1.0,0
21.8,29.1,0.0,8.6,3.9,0.16269841270194094,22.0,0.06956521749376567,0.1330275231161971,9.0,9.0,59.0,66.0,1019.8,1017.1,7.0,7.0,26.8,26.4,0.0,0
14.2,36.4,0.0,10.6,12.0,0.1982758620729492,43.0,0.1764705882879288,0.22321428568869583,17.0,13.0,12.0,12.0,1016.5,1011.8,0.0,3.0,28.1,34.8,0.0,0
16.7,24.2,2.4,3.8,6.5,0.16269841270194094,46.0,0.06956521749376567,0.12676056370375144,26.0,20.0,86.0,55.0,1012.1,1011.2,8.0,8.0,18.4,22.6,1.0,0
18.8,33.8,0.0,10.0,11.4,0.2775665399219163,52.0,0.23929471032745592,0.2666666651105036,31.0,19.0,51.0,28.0,1017.1,1013.9,2.0,2.0,22.0,32.7,0.0,0
11.3,23.9,0.0,4.0,8.8,0.2751937984463616,39.0,0.2108433706871497,0.22321428568869583,13.0,17.0,67.0,42.0,1020.2,1017.5,6.0,6.0,17.5,22.4,0.0,0
9.1,12.8,9.2,1.4,1.8,0.2499999830718824,30.0,0.2108433706871497,0.22321428568869583,11.0,13.0,78.0,73.0,1017.4,1017.2,6.0,7.0,9.7,11.7,1.0,0
18.6,24.5,0.0,15.2,7.9,0.16129032270140242,54.0,0.1656441958335392,0.1806167401127485,22.0,24.0,46.0,21.0,1016.0,1015.6,8.0,1.0,18.6,22.9,0.0,0
23.6,32.6,12.4,5.6,4.0,0.2499999830718824,37.0,0.23030301738658027,0.23113207535041638,24.0,26.0,68.0,62.0,1006.7,1003.8,4.0,7.0,30.6,31.1,1.0,0
9.6,28.0,0.0,5.6,13.5,0.16129032270140242,30.0,0.23929471032745592,0.19306930707562944,0.0,15.0,73.0,31.0,1014.4,1011.1,7.0,7.0,15.8,26.9,0.0,0
15.2,34.2,0.0,8.4,11.3,0.2751937984463616,37.0,0.06956521749376567,0.32121206244590683,17.0,15.0,38.0,15.0,1016.1,1012.5,1.0,5.0,21.1,32.9,0.0,0
7.7,16.9,0.0,5.6,6.2,0.2529411617113044,56.0,0.21604937498451868,0.23113207535041638,31.0,33.0,68.0,56.0,1009.0,1008.4,6.0,6.0,10.5,16.4,0.0,0
3.9,15.1,0.2,1.4,5.3,0.16197204589080486,31.0,0.23929471032745592,0.2666666651105036,13.0,11.0,95.0,60.0,1019.3,1016.7,8.0,7.0,9.4,13.4,0.0,0
6.3,22.7,0.0,4.2,9.8,0.24836593994152992,31.0,0.18784530558291754,0.2666666651105036,9.0,13.0,70.0,41.0,1020.0,1015.0,1.0,4.0,15.1,20.6,0.0,0
23.9,28.3,13.0,4.0,0.3,0.11724170521026855,31.0,0.1764705882879288,0.15422885641681935,17.0,17.0,95.0,76.0,1008.1,1005.0,7.0,7.0,23.9,27.6,1.0,1
16.7,26.7,0.0,8.2,12.1,0.1983805668024938,39.0,0.20000000000586673,0.1806167401127485,9.0,17.0,61.0,50.0,1014.6,1011.7,1.0,0.0,21.1,25.7,0.0,0
10.2,19.0,24.4,5.6,8.6,0.16129032270140242,44.0,0.2587064669173479,0.16923076923210797,26.0,22.0,69.0,50.0,1029.1,1028.1,3.0,3.0,11.8,17.9,1.0,0
12.6,18.7,3.8,0.6,13.2,0.1982758620729492,46.0,0.15625000164196612,0.21951219511968253,22.0,30.0,83.0,71.0,1019.8,1019.9,7.0,7.0,17.5,18.1,1.0,0
6.4,23.2,0.0,4.6,8.0,0.2488479261444298,37.0,0.2944444343442293,0.2064220183442706,6.0,26.0,45.0,35.0,1022.3,1020.5,3.0,5.0,15.3,21.7,0.0,0
4.1,27.1,0.0,6.6,10.1,0.24836593994152992,54.0,0.17733990178644568,0.2422359965972881,6.0,26.0,70.0,21.0,1019.6,1011.8,0.0,1.0,13.8,26.6,0.0,0
8.0,21.1,0.0,3.6,5.8,0.2529411617113044,30.0,0.23929471032745592,0.23113207535041638,11.0,15.0,76.0,69.0,1022.3,1020.2,2.0,5.0,14.4,19.9,0.0,0
20.6,27.1,22.0,5.2,0.5,0.16197204589080486,57.0,0.1764705882879288,0.15422885641681935,17.0,33.0,96.0,96.0,1002.2,997.1,8.0,8.0,23.9,24.9,1.0,1
23.9,34.2,0.2,10.2,11.8,0.11724170521026855,30.0,0.20000000000586673,0.15422885641681935,6.0,15.0,65.0,49.0,1013.2,1008.8,4.0,1.0,29.7,33.0,0.0,0
5.5,17.0,0.0,2.2,0.2,0.1982758620729492,35.0,0.20000000000586673,0.16923076923210797,11.0,19.0,79.0,66.0,1026.3,1022.4,7.0,7.0,9.6,15.9,0.0,0
18.1,23.5,0.2,7.4,9.5,0.1983805668024938,54.0,0.1656441958335392,0.1806167401127485,20.0,30.0,67.0,44.0,1009.0,1010.8,7.0,3.0,18.1,21.4,0.0,0
3.4,12.1,0.8,2.0,8.4,0.16129032270140242,31.0,0.19101123783559834,0.12676056370375144,7.0,9.0,46.0,52.0,1025.7,1023.0,2.0,5.0,10.3,10.5,0.0,0
20.0,30.1,0.0,6.2,11.0,0.16197204589080486,26.0,0.20000000000586673,0.2666666651105036,4.0,13.0,71.0,62.0,1011.7,1008.3,4.0,7.0,26.0,29.3,0.0,0
1.9,14.9,0.0,1.8,9.6,0.20379146919888225,26.0,0.1656441958335392,0.16923076923210797,11.0,13.0,92.0,45.0,1025.9,1023.1,0.0,0.0,4.6,14.4,0.0,0
24.2,31.2,8.2,5.4,0.9,0.2488479261444298,30.0,0.21604937498451868,0.16923076923210797,7.0,9.0,81.0,89.0,1005.2,1001.1,7.0,7.0,27.8,26.6,1.0,1
8.9,18.2,1.0,4.4,3.2,0.16129032270140242,39.0,0.23030301738658027,0.19306930707562944,13.0,11.0,92.0,80.0,1018.2,1016.6,7.0,7.0,12.6,16.1,0.0,1
2.9,17.6,0.0,2.6,6.6,0.2751937984463616,31.0,0.21604937498451868,0.22321428568869583,6.0,13.0,81.0,37.0,1018.6,1015.6,1.0,3.0,8.7,16.8,0.0,0
10.7,22.7,0.0,5.8,10.9,0.1983805668024938,35.0,0.15625000164196612,0.22321428568869583,9.0,19.0,66.0,53.0,1018.9,1016.6,1.0,2.0,16.5,21.6,0.0,0
10.2,20.9,0.0,4.0,6.5,0.16129032270140242,41.0,0.21604937498451868,0.22321428568869583,17.0,20.0,56.0,90.0,1018.2,1016.2,5.0,7.0,18.4,15.5,0.0,1
2.6,11.5,0.4,0.8,2.4,0.2751937984463616,22.0,0.2108433706871497,0.23113207535041638,13.0,13.0,95.0,77.0,1016.3,1016.1,7.0,6.0,6.4,10.6,0.0,1
23.4,31.2,3.4,4.6,10.3,0.1983805668024938,33.0,0.06956521749376567,0.1330275231161971,7.0,13.0,70.0,71.0,1007.4,1005.7,6.0,7.0,29.4,28.7,1.0,1
17.2,27.9,0.0,9.8,12.6,0.16129032270140242,35.0,0.20000000000586673,0.1806167401127485,9.0,20.0,52.0,50.0,1014.8,1013.8,2.0,1.0,23.4,25.7,0.0,0
24.3,31.7,0.0,12.0,9.6,0.10330578514712196,50.0,0.15625000164196612,0.1330275231161971,22.0,35.0,60.0,54.0,1016.1,1013.9,6.0,2.0,28.4,30.5,0.0,1
16.0,33.0,0.0,8.2,8.2,0.14044944703254658,30.0,0.23929471032745592,0.2422359965972881,0.0,7.0,65.0,27.0,1012.9,1010.7,7.0,4.0,21.4,32.1,0.0,0
6.0,10.6,1.2,3.4,5.9,0.2529411617113044,67.0,0.2587064669173479,0.23113207535041638,26.0,33.0,61.0,70.0,1005.1,1009.2,3.0,7.0,7.6,7.8,1.0,0
17.4,25.4,0.0,4.4,11.1,0.16197204589080486,52.0,0.23929471032745592,0.29364857722794263,20.0,39.0,57.0,64.0,1024.6,1020.1,3.0,2.0,23.2,23.9,0.0,0
2.9,13.3,0.0,1.6,3.7,0.2775665399219163,35.0,0.18784530558291754,0.2666666651105036,7.0,13.0,86.0,68.0,1027.2,1023.7,1.0,7.0,5.7,10.9,0.0,0
11.9,25.1,0.0,4.4,10.0,0.10330578514712196,30.0,0.1764705882879288,0.15422885641681935,15.0,15.0,59.0,34.0,1021.5,1017.7,1.0,1.0,17.5,24.4,0.0,0
11.5,34.7,0.0,7.4,11.6,0.26388864508557625,41.0,0.23929471032745592,0.2422359965972881,20.0,22.0,19.0,7.0,1029.5,1023.1,0.0,0.0,26.0,34.1,0.0,0
18.0,24.4,6.4,4.4,11.3,0.16129032270140242,50.0,0.1656441958335392,0.16923076923210797,28.0,28.0,53.0,65.0,1013.1,1011.2,4.0,5.0,21.2,22.5,1.0,0
7.6,17.3,0.0,5.6,9.9,0.1983805668024938,37.0,0.23030301738658027,0.19306930707562944,22.0,17.0,79.0,61.0,1024.2,1025.1,8.0,6.0,15.2,15.6,0.0,0
10.6,23.4,0.0,5.0,5.8,0.16197204589080486,56.0,0.2944444343442293,0.29364857722794263,31.0,35.0,65.0,37.0,1017.4,1011.9,7.0,6.0,16.0,22.2,0.0,1
17.2,24.4,0.0,6.0,6.8,0.16197204589080486,33.0,0.06956521749376567,0.12676056370375144,15.0,17.0,58.0,67.0,1019.7,1017.1,2.0,3.0,22.5,22.1,0.0,0
14.2,29.9,0.0,9.4,13.0,0.16269841270194094,67.0,0.06956521749376567,0.21951219511968253,35.0,20.0,37.0,19.0,1020.6,1016.5,1.0,0.0,21.5,29.5,0.0,0
20.0,29.4,5.4,1.6,7.5,0.16269841270194094,20.0,0.23030301738658027,0.1330275231161971,6.0,11.0,72.0,70.0,1012.7,1010.7,2.0,7.0,26.2,27.6,1.0,0
4.0,15.2,0.0,4.4,9.8,0.1983805668024938,37.0,0.23030301738658027,0.1806167401127485,22.0,24.0,87.0,46.0,1024.0,1023.9,0.0,3.0,7.2,14.8,0.0,0
16.8,29.1,2.2,4.6,9.9,0.2751937984463616,28.0,0.2587064669173479,0.1330275231161971,6.0,4.0,75.0,55.0,1019.2,1016.0,1.0,2.0,21.9,27.2,1.0,0
8.1,22.3,0.0,3.8,10.6,0.16269841270194094,17.0,0.23444976058129374,0.1330275231161971,7.0,9.0,46.0,42.0,1023.0,1019.2,0.0,1.0,15.2,21.5,0.0,0
11.7,26.3,0.0,4.2,6.8,0.16197204589080486,20.0,0.1764705882879288,0.2422359965972881,9.0,9.0,71.0,30.0,1023.0,1020.7,7.0,5.0,15.0,25.5,0.0,0
19.1,24.5,0.0,7.4,2.9,0.16129032270140242,39.0,0.2108433706871497,0.23113207535041638,11.0,19.0,68.0,61.0,1013.3,1012.9,7.0,8.0,21.5,22.5,0.0,0
10.2,16.2,6.6,4.4,0.4,0.14044944703254658,31.0,0.20000000000586673,0.16190476214449462,9.0,13.0,89.0,91.0,1022.9,1019.5,8.0,8.0,12.8,15.4,1.0,1
18.6,25.2,0.0,9.4,7.0,0.16269841270194094,20.0,0.15625000164196612,0.1330275231161971,7.0,9.0,64.0,49.0,1020.3,1017.5,7.0,7.0,23.0,24.5,0.0,0
10.8,18.7,0.0,1.0,2.1,0.2775665399219163,50.0,0.23929471032745592,0.2666666651105036,17.0,31.0,84.0,65.0,1017.7,1016.3,6.0,7.0,13.3,16.8,0.0,0
16.3,30.3,0.0,6.6,11.6,0.1983805668024938,33.0,0.2944444343442293,0.1806167401127485,2.0,17.0,74.0,42.0,1020.4,1018.0,2.0,3.0,18.8,28.7,0.0,0
9.2,16.5,0.0,4.2,4.0,0.20379146919888225,104.0,0.2108433706871497,0.22321428568869583,17.0,39.0,47.0,70.0,1000.5,1000.8,5.0,8.0,12.4,12.0,0.0,1
12.3,22.5,0.8,2.0,5.9,0.24836593994152992,35.0,0.21604937498451868,0.22321428568869583,13.0,13.0,79.0,43.0,1017.1,1014.7,7.0,3.0,15.9,22.1,0.0,0
17.6,20.9,6.8,4.6,3.2,0.2488479261444298,39.0,0.19101123783559834,0.1330275231161971,7.0,15.0,84.0,67.0,1023.2,1019.2,8.0,1.0,17.7,20.7,1.0,1
16.3,24.1,0.0,3.2,4.5,0.2488479261444298,19.0,0.23444976058129374,0.15422885641681935,6.0,6.0,67.0,66.0,1019.9,1016.5,2.0,7.0,20.6,22.8,0.0,0
3.9,13.5,0.2,2.0,8.9,0.2529411617113044,46.0,0.2710843070514612,0.32121206244590683,19.0,20.0,68.0,53.0,1019.2,1018.0,3.0,4.0,9.5,11.6,0.0,0
8.7,17.1,2.0,5.4,1.6,0.2775665399219163,41.0,0.18784530558291754,0.2666666651105036,7.0,20.0,99.0,74.0,1007.2,1007.4,7.0,6.0,11.6,15.8,1.0,1
19.1,34.0,0.0,9.4,8.3,0.11724170521026855,69.0,0.21604937498451868,0.15422885641681935,15.0,37.0,36.0,41.0,1010.8,1005.7,3.0,6.0,26.4,28.1,0.0,0
10.0,20.1,0.0,3.4,7.9,0.2775665399219163,54.0,0.23929471032745592,0.2666666651105036,19.0,28.0,66.0,43.0,1009.7,1005.7,5.0,7.0,15.3,19.4,0.0,1
18.8,35.5,0.0,9.2,12.5,0.14044944703254658,48.0,0.06956521749376567,0.22321428568869583,24.0,22.0,48.0,34.0,1018.4,1014.1,0.0,0.0,24.1,33.5,0.0,0
9.4,24.5,0.0,3.6,9.7,0.11724170521026855,37.0,0.18784530558291754,0.15422885641681935,6.0,15.0,89.0,41.0,1029.9,1026.9,7.0,3.0,11.0,23.9,0.0,0
15.0,21.0,3.4,3.0,4.5,0.16269841270194094,46.0,0.06956521749376567,0.12676056370375144,28.0,33.0,89.0,83.0,1026.3,1022.7,7.0,4.0,18.1,19.4,1.0,0
18.5,24.3,0.8,7.4,6.9,0.10330578514712196,44.0,0.15625000164196612,0.12676056370375144,28.0,28.0,76.0,67.0,1015.4,1013.5,6.0,4.0,21.3,23.9,0.0,0
20.3,22.5,10.0,2.8,0.0,0.16269841270194094,61.0,0.06956521749376567,0.16190476214449462,24.0,30.0,92.0,95.0,1017.5,1016.7,8.0,8.0,22.0,21.6,1.0,1
18.7,31.4,0.0,10.4,11.2,0.14044944703254658,48.0,0.17733990178644568,0.21951219511968253,26.0,24.0,32.0,13.0,1016.9,1013.5,2.0,3.0,22.8,30.9,0.0,0
5.9,14.9,1.2,1.6,4.7,0.24836593994152992,39.0,0.23929471032745592,0.2422359965972881,19.0,24.0,96.0,65.0,1016.8,1014.6,7.0,7.0,9.1,13.9,1.0,0
14.3,20.6,0.0,1.8,7.2,0.1983805668024938,43.0,0.2587064669173479,0.1806167401127485,24.0,30.0,87.0,56.0,1021.6,1023.9,7.0,3.0,16.5,19.2,0.0,0
13.7,28.7,0.0,5.4,10.5,0.16269841270194094,30.0,0.23030301738658027,0.16190476214449462,6.0,13.0,56.0,31.0,1017.3,1014.1,0.0,1.0,20.9,28.2,0.0,0
6.3,13.9,3.4,2.2,7.9,0.26388864508557625,50.0,0.23929471032745592,0.2666666651105036,17.0,24.0,69.0,69.0,1017.6,1016.1,1.0,3.0,8.6,12.7,1.0,0
1.1,19.6,0.0,3.8,10.0,0.1983805668024938,33.0,0.23444976058129374,0.19306930707562944,11.0,20.0,70.0,36.0,1031.1,1026.1,1.0,2.0,9.1,17.8,0.0,0
19.6,33.1,0.0,5.6,12.2,0.16269841270194094,28.0,0.21604937498451868,0.1330275231161971,15.0,19.0,63.0,43.0,1018.8,1016.6,0.0,1.0,24.2,31.5,0.0,0
20.2,32.8,0.0,6.8,10.7,0.14044944703254658,41.0,0.20000000000586673,0.16190476214449462,15.0,13.0,63.0,31.0,1014.9,1011.0,3.0,5.0,24.6,32.0,0.0,0
3.9,17.0,0.0,1.2,8.7,0.16269841270194094,30.0,0.15625000164196612,0.21951219511968253,11.0,13.0,79.0,45.0,1026.1,1023.0,2.0,3.0,9.3,16.6,0.0,0
15.7,22.5,5.8,0.6,3.3,0.2751937984463616,13.0,0.23444976058129374,0.19306930707562944,4.0,2.0,90.0,65.0,1024.5,1019.8,7.0,3.0,17.4,21.8,1.0,0
8.3,13.7,5.8,0.4,0.6,0.2529411617113044,26.0,0.19101123783559834,0.1806167401127485,7.0,7.0,99.0,80.0,1013.7,1009.2,8.0,7.0,9.3,13.0,1.0,1
14.1,21.2,0.0,8.2,1.2,0.16269841270194094,69.0,0.06956521749376567,0.2422359965972881,37.0,13.0,55.0,47.0,1020.0,1017.4,7.0,7.0,16.9,20.0,0.0,0
15.7,23.7,0.0,11.0,10.9,0.2751937984463616,69.0,0.1656441958335392,0.1806167401127485,28.0,26.0,42.0,21.0,1014.8,1016.9,4.0,1.0,17.3,22.4,0.0,0
15.4,26.0,0.0,8.0,8.8,0.1982758620729492,44.0,0.15625000164196612,0.22321428568869583,15.0,13.0,43.0,24.0,1016.5,1014.2,3.0,0.0,19.5,25.3,0.0,0
15.9,21.2,15.4,4.8,7.9,0.2751937984463616,56.0,0.2587064669173479,0.23113207535041638,20.0,33.0,90.0,56.0,1009.2,1006.9,6.0,1.0,16.3,20.5,1.0,1
1.6,12.9,0.2,1.0,4.8,0.20379146919888225,22.0,0.18784530558291754,0.16923076923210797,4.0,13.0,100.0,76.0,1029.2,1026.8,6.0,7.0,4.3,12.4,0.0,0
18.7,28.8,0.0,8.0,7.7,0.10330578514712196,43.0,0.17733990178644568,0.1330275231161971,17.0,31.0,68.0,57.0,1020.5,1017.0,7.0,4.0,23.1,26.7,0.0,0
8.6,16.4,0.0,2.8,5.1,0.2751937984463616,56.0,0.23929471032745592,0.23113207535041638,30.0,28.0,64.0,68.0,1015.8,1015.7,4.0,7.0,10.0,14.0,0.0,0
13.2,18.8,0.0,7.2,0.2,0.11724170521026855,31.0,0.21604937498451868,0.15422885641681935,17.0,20.0,58.0,84.0,1015.8,1010.5,6.0,7.0,16.9,16.7,0.0,1
12.8,27.1,0.0,12.0,11.5,0.1982758620729492,37.0,0.17733990178644568,0.19306930707562944,20.0,9.0,60.0,24.0,1018.9,1015.8,0.0,0.0,15.9,25.1,0.0,0
1.1,12.9,0.0,1.8,9.0,0.2775665399219163,24.0,0.23929471032745592,0.2064220183442706,13.0,9.0,79.0,49.0,1031.5,1029.1,1.0,1.0,4.5,12.7,0.0,0
8.3,33.2,0.0,3.4,8.1,0.2775665399219163,61.0,0.23929471032745592,0.2422359965972881,31.0,35.0,42.0,10.0,1004.9,998.5,5.0,6.0,20.1,32.3,0.0,1
17.6,24.0,0.0,10.0,9.9,0.2499999830718824,41.0,0.23030301738658027,0.32121206244590683,31.0,17.0,23.0,14.0,1014.5,1012.1,2.0,0.0,20.3,23.5,0.0,0
4.2,13.1,0.2,1.6,4.6,0.16129032270140242,35.0,0.1656441958335392,0.19306930707562944,15.0,20.0,87.0,61.0,1022.4,1021.4,0.0,7.0,7.9,12.2,0.0,0
12.9,29.1,0.0,9.4,13.5,0.2499999830718824,50.0,0.1656441958335392,0.22321428568869583,15.0,26.0,36.0,22.0,1009.8,1009.0,1.0,3.0,19.7,27.3,0.0,0
19.5,25.1,0.0,3.6,10.1,0.2488479261444298,35.0,0.1656441958335392,0.2064220183442706,15.0,24.0,78.0,67.0,1020.1,1019.3,3.0,3.0,21.7,24.4,0.0,1
21.6,32.9,0.0,9.6,9.9,0.1983805668024938,59.0,0.2944444343442293,0.32121206244590683,28.0,15.0,58.0,40.0,1012.6,1008.0,3.0,4.0,24.9,32.9,0.0,0
5.4,19.2,0.4,7.0,11.8,0.20379146919888225,24.0,0.23030301738658027,0.1806167401127485,9.0,17.0,83.0,61.0,1024.9,1022.9,2.0,1.0,10.9,18.6,0.0,0
20.3,30.2,0.4,5.6,10.3,0.1982758620729492,33.0,0.19101123783559834,0.12676056370375144,15.0,24.0,66.0,51.0,1011.2,1008.8,4.0,5.0,26.8,29.4,0.0,0
17.6,22.9,2.8,2.0,0.1,0.16197204589080486,17.0,0.23929471032745592,0.2422359965972881,0.0,6.0,98.0,84.0,1017.3,1013.6,8.0,7.0,18.7,22.6,1.0,1
7.7,24.5,0.0,4.0,11.5,0.1983805668024938,39.0,0.23444976058129374,0.1806167401127485,13.0,26.0,68.0,28.0,1014.0,1014.0,1.0,2.0,16.5,22.7,0.0,0
9.6,29.0,0.0,6.0,12.9,0.26388864508557625,43.0,0.2944444343442293,0.2422359965972881,9.0,22.0,64.0,18.0,1019.7,1014.0,1.0,5.0,15.6,28.1,0.0,0
-1.4,17.8,0.0,4.0,10.1,0.14044944703254658,44.0,0.15625000164196612,0.12676056370375144,7.0,26.0,53.0,23.0,1027.1,1024.1,0.0,0.0,8.8,16.4,0.0,0
15.2,20.2,0.6,4.4,0.0,0.16129032270140242,39.0,0.23444976058129374,0.16923076923210797,22.0,17.0,65.0,52.0,1018.0,1015.9,8.0,8.0,16.6,19.5,0.0,0
2.0,15.4,0.0,2.0,8.6,0.2775665399219163,24.0,0.1764705882879288,0.2666666651105036,9.0,9.0,100.0,65.0,1025.9,1022.6,1.0,5.0,4.3,14.3,0.0,1
10.0,25.5,0.0,4.2,9.8,0.10330578514712196,37.0,0.1764705882879288,0.12676056370375144,20.0,11.0,40.0,24.0,1029.0,1024.7,1.0,1.0,17.4,24.8,0.0,0
14.4,34.8,0.0,8.4,13.2,0.24836593994152992,46.0,0.2710843070514612,0.23113207535041638,28.0,30.0,25.0,33.0,1013.1,1012.9,2.0,1.0,27.0,29.7,0.0,0
22.0,31.7,0.0,11.0,8.7,0.14044944703254658,48.0,0.17733990178644568,0.2064220183442706,24.0,20.0,17.0,15.0,1015.5,1011.3,7.0,4.0,22.1,30.1,0.0,0
14.9,20.4,1.2,7.0,12.0,0.16269841270194094,41.0,0.06956521749376567,0.12676056370375144,24.0,24.0,59.0,59.0,1022.8,1020.6,6.0,4.0,18.8,19.4,1.0,0
7.2,17.1,8.0,1.4,1.5,0.1983805668024938,37.0,0.23444976058129374,0.19306930707562944,17.0,15.0,94.0,63.0,1015.2,1018.3,8.0,7.0,9.3,16.2,1.0,0
4.2,17.8,0.0,4.8,7.9,0.26388864508557625,33.0,0.2587064669173479,0.32121206244590683,13.0,15.0,52.0,31.0,1020.8,1017.2,3.0,0.0,12.3,17.2,0.0,0
20.5,31.1,0.0,6.8,10.7,0.1982758620729492,46.0,0.15625000164196612,0.21951219511968253,30.0,17.0,37.0,22.0,1013.0,1009.2,7.0,6.0,23.9,30.1,0.0,0
19.4,27.9,0.0,9.8,10.3,0.10330578514712196,35.0,0.15625000164196612,0.1330275231161971,19.0,28.0,57.0,60.0,1019.3,1015.3,4.0,6.0,24.9,25.2,0.0,0
18.7,30.3,0.0,7.8,1.2,0.16197204589080486,50.0,0.2710843070514612,0.29364857722794263,17.0,26.0,67.0,61.0,1011.0,1005.7,8.0,8.0,24.1,26.9,0.0,0
12.5,39.3,0.0,9.0,13.7,0.24836593994152992,52.0,0.23929471032745592,0.2422359965972881,26.0,19.0,20.0,9.0,1013.9,1010.0,1.0,1.0,27.9,38.8,0.0,0
5.8,14.9,2.6,0.8,6.8,0.16129032270140242,35.0,0.23030301738658027,0.19306930707562944,13.0,19.0,99.0,48.0,1028.8,1028.5,7.0,7.0,7.4,14.2,1.0,0
13.3,22.2,0.0,2.8,7.3,0.2751937984463616,46.0,0.2587064669173479,0.23113207535041638,17.0,19.0,71.0,35.0,1006.9,1001.9,2.0,6.0,16.1,21.5,0.0,1
6.5,25.9,0.0,1.4,8.8,0.16129032270140242,33.0,0.06956521749376567,0.22321428568869583,20.0,20.0,49.0,30.0,1027.7,1024.0,1.0,6.0,17.6,25.1,0.0,0
